,asr_transcript,uniqueId
9317,Turn the heat down in the washroom ,R3mexpM2YAtdPbL7-8f4fff3044fd11e9a1ea79ca03012c0e
9318,Get me the newspaper ,R3mexpM2YAtdPbL7-904665c0450011e9a1ea79ca03012c0e
9319,That's too quiet ,R3mexpM2YAtdPbL7-90b374e044ff11e9a1ea79ca03012c0e
9320,Oh canals which the mainly language to english ,R3mexpM2YAtdPbL7-911698f044fe11e9a1ea79ca03012c0e
9321,Turn the heat up ,R3mexpM2YAtdPbL7-91426b4044fb11e9a1ea79ca03012c0e
9322,Decrease the temperature in the washroom ,R3mexpM2YAtdPbL7-91f889f044fd11e9a1ea79ca03012c0e
9323,Bring the newspaper ,R3mexpM2YAtdPbL7-928188b0450011e9a1ea79ca03012c0e
9324,Far too quiet ,R3mexpM2YAtdPbL7-92c6eb9044ff11e9a1ea79ca03012c0e
9325,Turned down the temperature ,R3mexpM2YAtdPbL7-9421e48044fb11e9a1ea79ca03012c0e
9326,Decrease the heating in the washroom ,R3mexpM2YAtdPbL7-9481cce044fd11e9a1ea79ca03012c0e
9327,Bring newspaper ,R3mexpM2YAtdPbL7-94baafd0450011e9a1ea79ca03012c0e
9328,Turned the sound up ,R3mexpM2YAtdPbL7-94f0825044ff11e9a1ea79ca03012c0e
9329,Turned the temperature down ,R3mexpM2YAtdPbL7-96ce3fd044fb11e9a1ea79ca03012c0e
9330,Washroom heat down ,R3mexpM2YAtdPbL7-96e0083044fd11e9a1ea79ca03012c0e
9331,Set my fond language to german ,R3mexpM2YAtdPbL7-9725a74044fe11e9a1ea79ca03012c0e
9332,Go get the newspaper ,R3mexpM2YAtdPbL7-97655d70450011e9a1ea79ca03012c0e
9333,I need ear this increase the volume ,R3mexpM2YAtdPbL7-97d811e044ff11e9a1ea79ca03012c0e
9334,Turn down the bathroom temperature ,R3mexpM2YAtdPbL7-9965056044fd11e9a1ea79ca03012c0e
9335,That's the newspaper ,R3mexpM2YAtdPbL7-99777490450011e9a1ea79ca03012c0e
9336,Turn down the heat ,R3mexpM2YAtdPbL7-99778de044fb11e9a1ea79ca03012c0e
9337,Said my bones language should carrion ,R3mexpM2YAtdPbL7-9aaad66044fe11e9a1ea79ca03012c0e
9338,I couldn't hear anything turn up the volume ,R3mexpM2YAtdPbL7-9ab84e7044ff11e9a1ea79ca03012c0e
9339,Bring me some juice ,R3mexpM2YAtdPbL7-9bc97ae0450011e9a1ea79ca03012c0e
9340,Turned the temperature down in the bathroom ,R3mexpM2YAtdPbL7-9c1e801044fd11e9a1ea79ca03012c0e
9341,Turn the heat down ,R3mexpM2YAtdPbL7-9c2fa90044fb11e9a1ea79ca03012c0e
9342,Set my vaughan's language the english ,R3mexpM2YAtdPbL7-9d45094044fe11e9a1ea79ca03012c0e
9343,Get me some juice ,R3mexpM2YAtdPbL7-9df02b70450011e9a1ea79ca03012c0e
9344,This video sound is too low turn up the volume ,R3mexpM2YAtdPbL7-9e83fc7044ff11e9a1ea79ca03012c0e
9345,Turned down the heat in the bathroom ,R3mexpM2YAtdPbL7-9e84839044fd11e9a1ea79ca03012c0e
9346,Turn off the music ,R3mexpM2YAtdPbL7-9f3a50f044fb11e9a1ea79ca03012c0e
9347,Bring some juice ,R3mexpM2YAtdPbL7-a0a75c30450011e9a1ea79ca03012c0e
9348,Decrease volume ,R3mexpM2YAtdPbL7-a0b115a044ff11e9a1ea79ca03012c0e
9349,I need to practise my chinese which the language ,R3mexpM2YAtdPbL7-a0d2c3e044fe11e9a1ea79ca03012c0e
9350,Turn the heat down on the bed the room ,R3mexpM2YAtdPbL7-a14f8a7044fd11e9a1ea79ca03012c0e
9351,Stop the music ,R3mexpM2YAtdPbL7-a1d67fa044fb11e9a1ea79ca03012c0e
9352,Ranges ,R3mexpM2YAtdPbL7-a27f7790450011e9a1ea79ca03012c0e
9353,Turn volume down ,R3mexpM2YAtdPbL7-a2cddb2044ff11e9a1ea79ca03012c0e
9354,I need to practise my germans which the language ,R3mexpM2YAtdPbL7-a4198a7044fe11e9a1ea79ca03012c0e
9355,Play ,R3mexpM2YAtdPbL7-a41c780044fb11e9a1ea79ca03012c0e
9356,Go get me some juice ,R3mexpM2YAtdPbL7-a4d54e70450011e9a1ea79ca03012c0e
9357,Turn sound down ,R3mexpM2YAtdPbL7-a52f4ac044ff11e9a1ea79ca03012c0e
9358,But on the music ,R3mexpM2YAtdPbL7-a65e9fd044fb11e9a1ea79ca03012c0e
9359,Decrease the heating in the bathroom ,R3mexpM2YAtdPbL7-a6b400e044fd11e9a1ea79ca03012c0e
9360,Bring me my socks ,R3mexpM2YAtdPbL7-a719c030450011e9a1ea79ca03012c0e
9361,I need to practise my koreans which language ,R3mexpM2YAtdPbL7-a761627044fe11e9a1ea79ca03012c0e
9362,Decrease audio volume ,R3mexpM2YAtdPbL7-a78807d044ff11e9a1ea79ca03012c0e
9363,Play the music ,R3mexpM2YAtdPbL7-a871c86044fb11e9a1ea79ca03012c0e
9364,Bathroom heat down ,R3mexpM2YAtdPbL7-a9139bc044fd11e9a1ea79ca03012c0e
9365,Reduce audio volume ,R3mexpM2YAtdPbL7-aa1fa2a044ff11e9a1ea79ca03012c0e
9366,Get me my socks ,R3mexpM2YAtdPbL7-aa5710e0450011e9a1ea79ca03012c0e
9367,Start the music ,R3mexpM2YAtdPbL7-aa99d88044fb11e9a1ea79ca03012c0e
9368,I need to practise my english which the language ,R3mexpM2YAtdPbL7-aadc7f7044fe11e9a1ea79ca03012c0e
9369,Pause music ,R3mexpM2YAtdPbL7-aaf15c7044fd11e9a1ea79ca03012c0e
9370,Turn it down ,R3mexpM2YAtdPbL7-ac250f9044ff11e9a1ea79ca03012c0e
9371,Bring socks ,R3mexpM2YAtdPbL7-ac6caa70450011e9a1ea79ca03012c0e
9372,Turn on the lamp ,R3mexpM2YAtdPbL7-acd28a7044fb11e9a1ea79ca03012c0e
9373,Stop music ,R3mexpM2YAtdPbL7-acf9617044fd11e9a1ea79ca03012c0e
9374,Turn the washroom lights off ,R3mexpM2YAtdPbL7-ad9e378044fe11e9a1ea79ca03012c0e
9375,Quieter ,R3mexpM2YAtdPbL7-adfb2f2044ff11e9a1ea79ca03012c0e
9376,Bring my socks ,R3mexpM2YAtdPbL7-aeac3a30450011e9a1ea79ca03012c0e
9377,Stop ,R3mexpM2YAtdPbL7-aedb8ef044fd11e9a1ea79ca03012c0e
9378,Switch on the lamp ,R3mexpM2YAtdPbL7-af2728d044fb11e9a1ea79ca03012c0e
9379,Pause ,R3mexpM2YAtdPbL7-af85470044fe11e9a1ea79ca03012c0e
9380,Volume mew ,R3mexpM2YAtdPbL7-b0129d7044ff11e9a1ea79ca03012c0e
9381,Play music ,R3mexpM2YAtdPbL7-b0e2d0a044fd11e9a1ea79ca03012c0e
9382,Go git me my socks ,R3mexpM2YAtdPbL7-b1277360450011e9a1ea79ca03012c0e
9383,Turn on the lights ,R3mexpM2YAtdPbL7-b190a76044fe11e9a1ea79ca03012c0e
9384,Turn the lampon ,R3mexpM2YAtdPbL7-b191721044fb11e9a1ea79ca03012c0e
9385,Lower the volume ,R3mexpM2YAtdPbL7-b223f14044ff11e9a1ea79ca03012c0e
9386,Resumed music ,R3mexpM2YAtdPbL7-b315dd4044fd11e9a1ea79ca03012c0e
9387,Fetch my socks ,R3mexpM2YAtdPbL7-b384c450450011e9a1ea79ca03012c0e
9388,Lampon ,R3mexpM2YAtdPbL7-b39e591044fb11e9a1ea79ca03012c0e
9389,Turn off the lights ,R3mexpM2YAtdPbL7-b3bfe37044fe11e9a1ea79ca03012c0e
9390,Volume lower ,R3mexpM2YAtdPbL7-b459e41044ff11e9a1ea79ca03012c0e
9391,Bring me the newspaper ,R3mexpM2YAtdPbL7-b5955c3044fd11e9a1ea79ca03012c0e
9392,Changed language ,R3mexpM2YAtdPbL7-b5d248b044fe11e9a1ea79ca03012c0e
9393,Turn off the lamp ,R3mexpM2YAtdPbL7-b600da2044fb11e9a1ea79ca03012c0e
9394,Bring me my shoes ,R3mexpM2YAtdPbL7-b60e7c70450011e9a1ea79ca03012c0e
9395,Decrease the volume ,R3mexpM2YAtdPbL7-b68ec57044ff11e9a1ea79ca03012c0e
9396,Caused the music ,R3mexpM2YAtdPbL7-b7e941d044fe11e9a1ea79ca03012c0e
9397,Git me the newspaper ,R3mexpM2YAtdPbL7-b804fca044fd11e9a1ea79ca03012c0e
9398,Turn the lamp off ,R3mexpM2YAtdPbL7-b876951044fb11e9a1ea79ca03012c0e
9399,Give me my shoes ,R3mexpM2YAtdPbL7-b89c5340450011e9a1ea79ca03012c0e
9400,Decreased sound levels ,R3mexpM2YAtdPbL7-b8e44e3044ff11e9a1ea79ca03012c0e
9401,Resumed ,R3mexpM2YAtdPbL7-b9ec16b044fe11e9a1ea79ca03012c0e
9402,Bring the newspaper ,R3mexpM2YAtdPbL7-ba29d87044fd11e9a1ea79ca03012c0e
9403,Branches ,R3mexpM2YAtdPbL7-bac06bc0450011e9a1ea79ca03012c0e
9404,Switch off the lamp ,R3mexpM2YAtdPbL7-bacba8a044fb11e9a1ea79ca03012c0e
9405,Volume down ,R3mexpM2YAtdPbL7-bbed3de044fe11e9a1ea79ca03012c0e
9406,Bring the newspaper ,R3mexpM2YAtdPbL7-bc5cbe0044fd11e9a1ea79ca03012c0e
9407,Too loud ,R3mexpM2YAtdPbL7-bc82d1b044ff11e9a1ea79ca03012c0e
9408,Lamp off ,R3mexpM2YAtdPbL7-bcd4bf1044fb11e9a1ea79ca03012c0e
9409,Bring my shoes ,R3mexpM2YAtdPbL7-bd242550450011e9a1ea79ca03012c0e
9410,Turn the lights on ,R3mexpM2YAtdPbL7-be0e221044fe11e9a1ea79ca03012c0e
9411,That's too loud ,R3mexpM2YAtdPbL7-be99078044ff11e9a1ea79ca03012c0e
9412,Go get the newspaper ,R3mexpM2YAtdPbL7-bec384d044fd11e9a1ea79ca03012c0e
9413,Switch the lights on ,R3mexpM2YAtdPbL7-bf46f79044fb11e9a1ea79ca03012c0e
9414,Go git me my shoes ,R3mexpM2YAtdPbL7-bffff510450011e9a1ea79ca03012c0e
9415,Switch on the lights ,R3mexpM2YAtdPbL7-c004c1f044fe11e9a1ea79ca03012c0e
9416,Far too loud ,R3mexpM2YAtdPbL7-c0959ad044ff11e9a1ea79ca03012c0e
9417,Fetch the newspaper ,R3mexpM2YAtdPbL7-c0e4901044fd11e9a1ea79ca03012c0e
9418,Turn on the kitchen lives ,R3mexpM2YAtdPbL7-c1ba689044fb11e9a1ea79ca03012c0e
9419,Lights on ,R3mexpM2YAtdPbL7-c2043b7044fe11e9a1ea79ca03012c0e
9420,Fetch meshes ,R3mexpM2YAtdPbL7-c233ec10450011e9a1ea79ca03012c0e
9421,Make it quieter ,R3mexpM2YAtdPbL7-c2ba288044ff11e9a1ea79ca03012c0e
9422,Bring me some juice ,R3mexpM2YAtdPbL7-c344ee4044fd11e9a1ea79ca03012c0e
9423,Switch off the lights ,R3mexpM2YAtdPbL7-c44c089044fe11e9a1ea79ca03012c0e
9424,Switch on the kitchen lights ,R3mexpM2YAtdPbL7-c4789e3044fb11e9a1ea79ca03012c0e
9425,Allow a different language ,R3mexpM2YAtdPbL7-c4a5d670450011e9a1ea79ca03012c0e
9426,It's too loud turned down ,R3mexpM2YAtdPbL7-c550d8f044ff11e9a1ea79ca03012c0e
9427,Get me some juice ,R3mexpM2YAtdPbL7-c5aced9044fd11e9a1ea79ca03012c0e
9428,Turn the lights off ,R3mexpM2YAtdPbL7-c69f205044fe11e9a1ea79ca03012c0e
9429,Use a different language ,R3mexpM2YAtdPbL7-c6f6cb50450011e9a1ea79ca03012c0e
9430,Turn the lights on in the kitchen ,R3mexpM2YAtdPbL7-c7c3f8a044fb11e9a1ea79ca03012c0e
9431,It's too loud turned the volume down ,R3mexpM2YAtdPbL7-c7e4ca4044ff11e9a1ea79ca03012c0e
9432,Bring some juice ,R3mexpM2YAtdPbL7-c82ae5e044fd11e9a1ea79ca03012c0e
9433,Lights off ,R3mexpM2YAtdPbL7-c89041f044fe11e9a1ea79ca03012c0e
9434,Change language ,R3mexpM2YAtdPbL7-c91369c0450011e9a1ea79ca03012c0e
9435,Bring juice ,R3mexpM2YAtdPbL7-ca25a47044fd11e9a1ea79ca03012c0e
9436,Increase the temperature ,R3mexpM2YAtdPbL7-ca5506f044ff11e9a1ea79ca03012c0e
9437,Volume up ,R3mexpM2YAtdPbL7-caa4ca1044fe11e9a1ea79ca03012c0e
9438,Switch on the lights in the kitchen ,R3mexpM2YAtdPbL7-caf9a83044fb11e9a1ea79ca03012c0e
9439,Switch language ,R3mexpM2YAtdPbL7-cb0352e0450011e9a1ea79ca03012c0e
9440,Increase the heaving ,R3mexpM2YAtdPbL7-ccb4a1d044ff11e9a1ea79ca03012c0e
9441,Turn up the volume ,R3mexpM2YAtdPbL7-cd1fdc3044fe11e9a1ea79ca03012c0e
9442,Go get me some juice ,R3mexpM2YAtdPbL7-cd477de044fd11e9a1ea79ca03012c0e
9443,Such language ,R3mexpM2YAtdPbL7-cd5e32d0450011e9a1ea79ca03012c0e
9444,Lights on in the kitchen ,R3mexpM2YAtdPbL7-cd9adff044fb11e9a1ea79ca03012c0e
9445,Could you increase the heating ,R3mexpM2YAtdPbL7-cf26170044ff11e9a1ea79ca03012c0e
9446,Turned the volume up ,R3mexpM2YAtdPbL7-cf76eb9044fe11e9a1ea79ca03012c0e
9447,Fritz languages ,R3mexpM2YAtdPbL7-cf7be2b0450011e9a1ea79ca03012c0e
9448,Kitchen lights on ,R3mexpM2YAtdPbL7-d020c78044fb11e9a1ea79ca03012c0e
9449,Bring me my socks ,R3mexpM2YAtdPbL7-d0eba6b044fd11e9a1ea79ca03012c0e
9450,Could you increase the heating please ,R3mexpM2YAtdPbL7-d19baae044ff11e9a1ea79ca03012c0e
9451,Make the music louder ,R3mexpM2YAtdPbL7-d1c9dc4044fe11e9a1ea79ca03012c0e
9452,Changed system language ,R3mexpM2YAtdPbL7-d216d8e0450011e9a1ea79ca03012c0e
9453,Switch the kitchen lights on ,R3mexpM2YAtdPbL7-d2cb9c3044fb11e9a1ea79ca03012c0e
9454,Get me my socks ,R3mexpM2YAtdPbL7-d34e75e044fd11e9a1ea79ca03012c0e
9455,Make it hotter ,R3mexpM2YAtdPbL7-d3ac627044ff11e9a1ea79ca03012c0e
9456,Turned down the volume ,R3mexpM2YAtdPbL7-d3ea243044fe11e9a1ea79ca03012c0e
9457,Open language settings ,R3mexpM2YAtdPbL7-d4954660450011e9a1ea79ca03012c0e
9458,Turned the kitchen lights on ,R3mexpM2YAtdPbL7-d550e78044fb11e9a1ea79ca03012c0e
9459,Bring socks ,R3mexpM2YAtdPbL7-d551e70044fd11e9a1ea79ca03012c0e
9460,More heat ,R3mexpM2YAtdPbL7-d58f534044ff11e9a1ea79ca03012c0e
9461,Turned the volume down ,R3mexpM2YAtdPbL7-d616530044fe11e9a1ea79ca03012c0e
9462,Said the language ,R3mexpM2YAtdPbL7-d6b95ee0450011e9a1ea79ca03012c0e
9463,He'd up ,R3mexpM2YAtdPbL7-d78249a044ff11e9a1ea79ca03012c0e
9464,Bring my socks ,R3mexpM2YAtdPbL7-d79e20f044fd11e9a1ea79ca03012c0e
9465,Make the music softer ,R3mexpM2YAtdPbL7-d867960044fe11e9a1ea79ca03012c0e
9466,Turn on the lights in the bedroom ,R3mexpM2YAtdPbL7-d8c1080044fb11e9a1ea79ca03012c0e
9467,Language settings ,R3mexpM2YAtdPbL7-d8ffa560450011e9a1ea79ca03012c0e
9468,Decrees sound bout levels ,R3mexpM2YAtdPbL7-d9d9606044fc11e9a1ea79ca03012c0e
9469,Go get me my socks ,R3mexpM2YAtdPbL7-da05f93044fd11e9a1ea79ca03012c0e
9470,Turn up the temperature in the kitchen ,R3mexpM2YAtdPbL7-da3dc02044ff11e9a1ea79ca03012c0e
9471,Turn up the temperature ,R3mexpM2YAtdPbL7-dae2811044fe11e9a1ea79ca03012c0e
9472,Said language to chinese ,R3mexpM2YAtdPbL7-db733d70450011e9a1ea79ca03012c0e
9473,Turned the bedroom lights on ,R3mexpM2YAtdPbL7-db96210044fb11e9a1ea79ca03012c0e
9474,Fetch my socks ,R3mexpM2YAtdPbL7-dc4eb0b044fd11e9a1ea79ca03012c0e
9475,Turned the kitchen temperature up ,R3mexpM2YAtdPbL7-dcf5db4044ff11e9a1ea79ca03012c0e
9476,Turn the temperature up ,R3mexpM2YAtdPbL7-dd195e4044fe11e9a1ea79ca03012c0e
9477,Said language to german ,R3mexpM2YAtdPbL7-ddc87810450011e9a1ea79ca03012c0e
9478,Switch on the lights in the bedroom ,R3mexpM2YAtdPbL7-de51978044fb11e9a1ea79ca03012c0e
9479,Bring me my shoes ,R3mexpM2YAtdPbL7-de52970044fd11e9a1ea79ca03012c0e
9480,That's to love ,R3mexpM2YAtdPbL7-de5ec17044fc11e9a1ea79ca03012c0e
9481,Turn up the heat ,R3mexpM2YAtdPbL7-df41204044fe11e9a1ea79ca03012c0e
9482,Said language to korean ,R3mexpM2YAtdPbL7-e04fe640450011e9a1ea79ca03012c0e
9483,Far too loud ,R3mexpM2YAtdPbL7-e07915f044fc11e9a1ea79ca03012c0e
9484,Get me my shoes ,R3mexpM2YAtdPbL7-e093fb8044fd11e9a1ea79ca03012c0e
9485,Greets the temperature in the kitchen ,R3mexpM2YAtdPbL7-e0c35e0044ff11e9a1ea79ca03012c0e
9486,Switched the bedroom lights on ,R3mexpM2YAtdPbL7-e11fd2b044fb11e9a1ea79ca03012c0e
9487,Turn the heat up ,R3mexpM2YAtdPbL7-e17f296044fe11e9a1ea79ca03012c0e
9488,Bring shoes ,R3mexpM2YAtdPbL7-e29f0dc044fd11e9a1ea79ca03012c0e
9489,Make it quieter ,R3mexpM2YAtdPbL7-e2b634b044fc11e9a1ea79ca03012c0e
9490,Said language to english ,R3mexpM2YAtdPbL7-e2c0e640450011e9a1ea79ca03012c0e
9491,Increase the heaving in the kitchen ,R3mexpM2YAtdPbL7-e32a24d044ff11e9a1ea79ca03012c0e
9492,Lights on in the bedroom ,R3mexpM2YAtdPbL7-e3e3869044fb11e9a1ea79ca03012c0e
9493,Turn down the temperature ,R3mexpM2YAtdPbL7-e3fe0c1044fe11e9a1ea79ca03012c0e
9494,Bring my shoes ,R3mexpM2YAtdPbL7-e4d91f4044fd11e9a1ea79ca03012c0e
9495,Set might have ice the chinese ,R3mexpM2YAtdPbL7-e564b610450011e9a1ea79ca03012c0e
9496,Turn of the heat in the kitchen ,R3mexpM2YAtdPbL7-e57c2b2044ff11e9a1ea79ca03012c0e
9497,Bedroom lights on ,R3mexpM2YAtdPbL7-e63e8d9044fb11e9a1ea79ca03012c0e
9498,Turn the temperature down ,R3mexpM2YAtdPbL7-e677226044fe11e9a1ea79ca03012c0e
9499,Go get me my shoes ,R3mexpM2YAtdPbL7-e7a6e54044fd11e9a1ea79ca03012c0e
9500,Turned the heat up in the kitchen ,R3mexpM2YAtdPbL7-e7ed794044ff11e9a1ea79ca03012c0e
9501,It's too loud turned the volume down ,R3mexpM2YAtdPbL7-e825ceb044fc11e9a1ea79ca03012c0e
9502,Ok now switch the main language to chinese ,R3mexpM2YAtdPbL7-e887c800450011e9a1ea79ca03012c0e
9503,Turn on the washroom lights ,R3mexpM2YAtdPbL7-e8ebfa5044fb11e9a1ea79ca03012c0e
9504,Turned down the heat ,R3mexpM2YAtdPbL7-e9c4519044fe11e9a1ea79ca03012c0e
9505,Fetch my shoes ,R3mexpM2YAtdPbL7-ea056eb044fd11e9a1ea79ca03012c0e
9506,Kitchen heat up ,R3mexpM2YAtdPbL7-ea24cba044ff11e9a1ea79ca03012c0e
9507,Increase for temperature ,R3mexpM2YAtdPbL7-ea5bc18044fc11e9a1ea79ca03012c0e
9508,Turn thee down ,R3mexpM2YAtdPbL7-ec04f2c044fe11e9a1ea79ca03012c0e
9509,O k now switch the main language to german ,R3mexpM2YAtdPbL7-ec1ad9d0450011e9a1ea79ca03012c0e
9510,Turn the washroom lights on ,R3mexpM2YAtdPbL7-ec1d3d1044fb11e9a1ea79ca03012c0e
9511,Allow a different language ,R3mexpM2YAtdPbL7-ec7a3f4044fd11e9a1ea79ca03012c0e
9512,Increase the heating ,R3mexpM2YAtdPbL7-ecc128c044fc11e9a1ea79ca03012c0e
9513,Turn up the temperature in the bedroom ,R3mexpM2YAtdPbL7-ece5995044ff11e9a1ea79ca03012c0e
9514,Turn off the music ,R3mexpM2YAtdPbL7-ee75568044fe11e9a1ea79ca03012c0e
9515,Use a different language ,R3mexpM2YAtdPbL7-eed9da2044fd11e9a1ea79ca03012c0e
9516,Switch on the ross room lives ,R3mexpM2YAtdPbL7-eedc5d1044fb11e9a1ea79ca03012c0e
9517,O k nelse which the main language to korean ,R3mexpM2YAtdPbL7-ef35fc80450011e9a1ea79ca03012c0e
9518,Could you increase the heating ,R3mexpM2YAtdPbL7-ef5456c044fc11e9a1ea79ca03012c0e
9519,Turn the temperature and the bedroom up ,R3mexpM2YAtdPbL7-ef91586044ff11e9a1ea79ca03012c0e
9520,Stop the music ,R3mexpM2YAtdPbL7-f0bf468044fe11e9a1ea79ca03012c0e
9521,Change language ,R3mexpM2YAtdPbL7-f0e624e044fd11e9a1ea79ca03012c0e
9522,Turn up the badger meat ,R3mexpM2YAtdPbL7-f1ec114044ff11e9a1ea79ca03012c0e
9523,Could you increase the heeding please ,R3mexpM2YAtdPbL7-f1f5b59044fc11e9a1ea79ca03012c0e
9524,Oh canals which the main languish english ,R3mexpM2YAtdPbL7-f20ac760450011e9a1ea79ca03012c0e
9525,Play ,R3mexpM2YAtdPbL7-f289582044fe11e9a1ea79ca03012c0e
9526,Switch the language ,R3mexpM2YAtdPbL7-f3111b3044fd11e9a1ea79ca03012c0e
9527,Washroom lights on ,R3mexpM2YAtdPbL7-f3cfe94044fb11e9a1ea79ca03012c0e
9528,Make it hotter ,R3mexpM2YAtdPbL7-f407578044fc11e9a1ea79ca03012c0e
9529,Turned the bedroom heat up ,R3mexpM2YAtdPbL7-f458083044ff11e9a1ea79ca03012c0e
9530,But on the music ,R3mexpM2YAtdPbL7-f4be398044fe11e9a1ea79ca03012c0e
9531,That my fond language to chinese ,R3mexpM2YAtdPbL7-f4c57a90450011e9a1ea79ca03012c0e
9532,More heat ,R3mexpM2YAtdPbL7-f5e454e044fc11e9a1ea79ca03012c0e
9533,Switch language ,R3mexpM2YAtdPbL7-f5ee719044fd11e9a1ea79ca03012c0e
9534,Turn on the bathroom lights ,R3mexpM2YAtdPbL7-f640c23044fb11e9a1ea79ca03012c0e
9535,Play the music ,R3mexpM2YAtdPbL7-f6c3f49044fe11e9a1ea79ca03012c0e
9536,Badger meet up ,R3mexpM2YAtdPbL7-f6c6491044ff11e9a1ea79ca03012c0e
9537,Set my fond language to german ,R3mexpM2YAtdPbL7-f792a450450011e9a1ea79ca03012c0e
9538,He up ,R3mexpM2YAtdPbL7-f7be932044fc11e9a1ea79ca03012c0e
9539,Switch languages ,R3mexpM2YAtdPbL7-f87c6f7044fd11e9a1ea79ca03012c0e
9540,Start the music ,R3mexpM2YAtdPbL7-f8ff65a044fe11e9a1ea79ca03012c0e
9541,Turn the bathroom lights on ,R3mexpM2YAtdPbL7-f90d9dd044fb11e9a1ea79ca03012c0e
9542,Increase the temperature in the bedroom ,R3mexpM2YAtdPbL7-f968b95044ff11e9a1ea79ca03012c0e
9543,Semi fondling which to korean ,R3mexpM2YAtdPbL7-fa29c9f0450011e9a1ea79ca03012c0e
9544,Turn up the temperature in the kitchen ,R3mexpM2YAtdPbL7-facbfa3044fc11e9a1ea79ca03012c0e
9545,Turn on the lamp ,R3mexpM2YAtdPbL7-fb32724044fe11e9a1ea79ca03012c0e
9546,Switch on the bathroom lights ,R3mexpM2YAtdPbL7-fbc013a044fb11e9a1ea79ca03012c0e
9547,Increase the heaving in the bedroom ,R3mexpM2YAtdPbL7-fc1a92e044ff11e9a1ea79ca03012c0e
9548,Set my fond language to english ,R3mexpM2YAtdPbL7-fd04fd70450011e9a1ea79ca03012c0e
9549,Switch on the lamp ,R3mexpM2YAtdPbL7-fd5c301044fe11e9a1ea79ca03012c0e
9550,Turn the kitchen temperature up ,R3mexpM2YAtdPbL7-fe42353044fc11e9a1ea79ca03012c0e
9551,Lights on in the bathroom ,R3mexpM2YAtdPbL7-fe57ae7044fb11e9a1ea79ca03012c0e
9552,Turn up the washroom temperature ,R3mexpM2YAtdPbL7-ff211c2044ff11e9a1ea79ca03012c0e
9553,Turned the lampon ,R3mexpM2YAtdPbL7-ff791ca044fe11e9a1ea79ca03012c0e
9554,Turn off the kitchen lights ,RjDBre8jzzhdr4YL-0083f9a0441211e985a0dd11eb2f13b6
9555,Bring me my shoes ,RjDBre8jzzhdr4YL-012a38d0441f11e9beaa1f3e1eab7bff
9556,Reduce olivia volume ,RjDBre8jzzhdr4YL-02826810441a11e985a0dd11eb2f13b6
9557,Turn the lights off in the kitchen ,RjDBre8jzzhdr4YL-03392e90441211e985a0dd11eb2f13b6
9558,Get me my shoes ,RjDBre8jzzhdr4YL-03649870441f11e9beaa1f3e1eab7bff
9559,Bring newspaper ,RjDBre8jzzhdr4YL-040d2390441611e985a0dd11eb2f13b6
9560,Bring shoes ,RjDBre8jzzhdr4YL-054df1e0441f11e9beaa1f3e1eab7bff
9561,Such off the lights in the kitchen ,RjDBre8jzzhdr4YL-05dfe490441211e985a0dd11eb2f13b6
9562,Go get the newspaper ,RjDBre8jzzhdr4YL-06b5d560441611e985a0dd11eb2f13b6
9563,Bring my shoes ,RjDBre8jzzhdr4YL-07535ed0441f11e9beaa1f3e1eab7bff
9564,Quieter ,RjDBre8jzzhdr4YL-07b9db10441a11e985a0dd11eb2f13b6
9565,Turn up the bathroom temperature ,RjDBre8jzzhdr4YL-07ec4f00441511e985a0dd11eb2f13b6
9566,Switch the lights off in the kitchen ,RjDBre8jzzhdr4YL-08a80540441211e985a0dd11eb2f13b6
9567,Fetch the newspaper ,RjDBre8jzzhdr4YL-095deaf0441611e985a0dd11eb2f13b6
9568,Go get me my shoes ,RjDBre8jzzhdr4YL-09d21a70441f11e9beaa1f3e1eab7bff
9569,While ye neat ,RjDBre8jzzhdr4YL-0a224f90441a11e985a0dd11eb2f13b6
9570,Turn the temperature up in the bathroom ,RjDBre8jzzhdr4YL-0afa2b40441511e985a0dd11eb2f13b6
9571,Lights off in the kitchen ,RjDBre8jzzhdr4YL-0b0a5f40441211e985a0dd11eb2f13b6
9572,Fetch my shoes ,RjDBre8jzzhdr4YL-0bfa0380441f11e9beaa1f3e1eab7bff
9573,Bring me some views ,RjDBre8jzzhdr4YL-0c02cc30441611e985a0dd11eb2f13b6
9574,Lower the violin ,RjDBre8jzzhdr4YL-0ca41870441a11e985a0dd11eb2f13b6
9575,Right sun in the background ,RjDBre8jzzhdr4YL-0cd270e0441911e985a0dd11eb2f13b6
9576,Hitching lights off ,RjDBre8jzzhdr4YL-0d292090441211e985a0dd11eb2f13b6
9577,Turn up the heat in the bathroom ,RjDBre8jzzhdr4YL-0db49050441511e985a0dd11eb2f13b6
9578,Get me some juice ,RjDBre8jzzhdr4YL-0e75c800441611e985a0dd11eb2f13b6
9579,Allow a different language ,RjDBre8jzzhdr4YL-0e790d40441f11e9beaa1f3e1eab7bff
9580,While ye in lower ,RjDBre8jzzhdr4YL-0ef1d900441a11e985a0dd11eb2f13b6
9581,Bridegroom right psalm ,RjDBre8jzzhdr4YL-0f3937b0441911e985a0dd11eb2f13b6
9582,Turn off the lights in the bedroom ,RjDBre8jzzhdr4YL-0fdf18d0441211e985a0dd11eb2f13b6
9583,Turn the heat up in the bathroom ,RjDBre8jzzhdr4YL-107fbe40441511e985a0dd11eb2f13b6
